,CO,FECHA-HORA,NO2,O3,PART,SO2
1,177,01/02/17-00:10,15,60,7,12
2,177,01/02/17-00:20,12,61,6,12
3,248,01/02/17-00:30,14,61,5,11
4,179,01/02/17-00:40,15,61,5,10
5,223,01/02/17-00:50,14,60,5,11
6,134,01/02/17-01:00,13,62,5,9
7,154,01/02/17-01:10,15,59,5,10
8,125,01/02/17-01:20,12,62,5,11
9,125,01/02/17-01:30,11,62,5,10
10,228,01/02/17-01:40,22,42,10,11
11,307,01/02/17-01:50,46,20,16,11
12,258,01/02/17-02:00,43,34,11,10
13,250,01/02/17-02:10,29,41,9,10
14,246,01/02/17-02:20,29,44,8,10
15,125,01/02/17-02:30,11,58,6,10
16,152,01/02/17-02:40,13,54,6,11
17,125,01/02/17-02:50,10,56,5,10
18,125,01/02/17-03:00,9,58,5,10
19,125,01/02/17-03:10,9,57,5,10
20,125,01/02/17-03:20,13,53,5,9
21,125,01/02/17-03:30,11,55,5,10
22,125,01/02/17-03:40,13,53,5,10
23,125,01/02/17-03:50,10,57,5,9
24,125,01/02/17-04:00,13,55,5,10
25,125,01/02/17-04:10,12,54,5,10
26,125,01/02/17-04:20,11,58,5,11
27,125,01/02/17-04:30,9,59,5,10
28,125,01/02/17-04:40,11,57,5,10
29,125,01/02/17-04:50,12,55,5,11
30,125,01/02/17-05:00,13,53,6,9
31,125,01/02/17-05:10,15,52,6,10
32,125,01/02/17-05:20,14,53,6,10
33,125,01/02/17-05:30,9,57,6,9
34,125,01/02/17-05:40,11,59,6,10
35,125,01/02/17-05:50,10,58,6,9
36,125,01/02/17-06:00,11,56,6,10
37,125,01/02/17-06:10,13,54,6,10
38,125,01/02/17-06:20,13,53,6,10
39,125,01/02/17-06:30,17,51,6,10
40,125,01/02/17-06:40,15,51,6,10
41,125,01/02/17-06:50,16,50,7,9
42,202,01/02/17-07:00,28,33,7,9
43,281,01/02/17-07:10,46,14,11,10
44,250,01/02/17-07:20,48,20,9,9
45,250,01/02/17-07:30,42,19,8,9
46,259,01/02/17-07:40,60,8,10,10
47,276,01/02/17-07:50,56,14,11,11
48,359,01/02/17-08:00,58,12,11,9
49,375,01/02/17-08:10,61,13,11,10
50,365,01/02/17-08:20,61,12,11,12
51,270,01/02/17-08:30,59,14,12,11
52,334,01/02/17-08:40,60,15,20,11
53,370,01/02/17-08:50,61,14,24,13
54,375,01/02/17-09:00,62,13,29,11
55,426,01/02/17-09:10,65,14,27,11
56,328,01/02/17-09:20,59,23,24,12
57,250,01/02/17-09:30,44,34,19,11
58,269,01/02/17-09:40,49,25,22,10
59,263,01/02/17-09:50,53,28,20,11
60,250,01/02/17-10:00,45,35,20,14
61,250,01/02/17-10:10,42,36,20,13
62,250,01/02/17-10:20,37,44,17,11
63,251,01/02/17-10:30,45,39,19,12
64,505,01/02/17-10:40,80,18,39,15
65,777,01/02/17-10:50,113,12,62,15
66,727,01/02/17-11:00,107,15,53,16
67,605,01/02/17-11:10,98,18,47,14
68,453,01/02/17-11:20,76,24,39,15
69,375,01/02/17-11:30,69,22,44,16
70,375,01/02/17-11:40,71,20,46,17
71,375,01/02/17-11:50,86,12,43,40
72,375,01/02/17-12:00,80,17,42,32
73,276,01/02/17-12:10,68,23,37,23
74,258,01/02/17-12:20,72,19,40,26
75,280,01/02/17-12:30,85,11,41,57
76,250,01/02/17-12:40,75,17,32,58
77,185,01/02/17-12:50,40,55,29,22
78,131,01/02/17-13:00,31,67,25,16
79,209,01/02/17-13:10,28,68,24,14
80,125,01/02/17-13:20,26,75,19,13
81,142,01/02/17-13:30,18,84,14,13
82,167,01/02/17-13:40,15,86,14,12
83,125,01/02/17-13:50,18,80,15,12
84, ,01/02/17-14:00,18,82,18,12
85, ,01/02/17-14:10,19,81,21,11
86, ,01/02/17-14:20,18,80,21,11
87, ,01/02/17-14:30,19,83,22,11
88, ,01/02/17-14:40,16,80,22,11
89, ,01/02/17-14:50,19,82,26,11
90, ,01/02/17-15:00,17,78,25,11
91, ,01/02/17-15:10,23,77,28,14
92, ,01/02/17-15:20,19,82,25,13
93, ,01/02/17-15:30,23,74,19,12
94, ,01/02/17-15:40,46,57,18,17
95, ,01/02/17-15:50,37,66,19,16
96, ,01/02/17-16:00,41,66,19,18
97, ,01/02/17-16:10,23,85,22,14
98, ,01/02/17-16:20,16,85,25,12
99, ,01/02/17-16:30,19,85,20,11
100, ,01/02/17-16:40,25,79,20,12
101, ,01/02/17-16:50,57,58,17,18
102, ,01/02/17-17:00,36,65,17,15
103, ,01/02/17-17:10,34,71,17,13
104, ,01/02/17-17:20,32,71,16,13
105, ,01/02/17-17:30,38,66,16,14
106, ,01/02/17-17:40,30,74,15,11
107, ,01/02/17-17:50,38,62,16,14
108, ,01/02/17-18:00,42,59,16,13
109, ,01/02/17-18:10,42,61,15,12
110, ,01/02/17-18:20,51,49,15,13
111, ,01/02/17-18:30,55,46,15,14
112, ,01/02/17-18:40,65,39,18,13
113, ,01/02/17-18:50,68,33,15,13
114, ,01/02/17-19:00,75,25,18,15
115, ,01/02/17-19:10,80,24,19,17
116, ,01/02/17-19:20,81,29,22,14
117, ,01/02/17-19:30,65,42,23,16
118, ,01/02/17-19:40,64,34,28,17
119, ,01/02/17-19:50,72,36,27,16
120, ,01/02/17-20:00,63,41,28,16
121, ,01/02/17-20:10,64,44,26,16
122, ,01/02/17-20:20,63,40,20,17
123, ,01/02/17-20:30,52,45,17,15
124, ,01/02/17-20:40,62,36,18,17
125, ,01/02/17-20:50,73,25,19,13
126, ,01/02/17-21:00,77,27,22,15
127, ,01/02/17-21:10,75,22,22,14
128, ,01/02/17-21:20,90,12,26,15
129, ,01/02/17-21:30,85,16,32,13
130, ,01/02/17-21:40,85,19,35,13
131, ,01/02/17-21:50,95,9,33,14
132, ,01/02/17-22:00,93,12,31,13
133, ,01/02/17-22:10,91,10,34,12
134, ,01/02/17-22:20,82,14,29,12
135, ,01/02/17-22:30,74,15,27,13
136, ,01/02/17-22:40,72,13,30,12
137, ,01/02/17-22:50,70,18,28,11
138, ,01/02/17-23:00,59,23,26,12
139, ,01/02/17-23:10,52,27,25,10
140, ,01/02/17-23:20,51,23,24,11
141, ,01/02/17-23:30,49,26,25,10
142, ,01/02/17-23:40,47,25,25,10
143, ,01/02/17-23:50,44,29,24,10
144, ,02/02/17-00:00,36,33,24,10
1, ,02/02/17-00:10,35,34,23,10
2, ,02/02/17-00:20,32,35,23,11
3, ,02/02/17-00:30,34,32,24,12
4, ,02/02/17-00:40,31,34,24,11
5, ,02/02/17-00:50,31,34,24,11
6, ,02/02/17-01:00,27,36,23,11
7, ,02/02/17-01:10,25,39,23,11
8, ,02/02/17-01:20,22,38,22,10
9, ,02/02/17-01:30,25,36,23,10
10, ,02/02/17-01:40,23,36,22,9
11, ,02/02/17-01:50,23,37,22,11
12, ,02/02/17-02:00,23,36,22,9
13, ,02/02/17-02:10,23,35,22,10
14, ,02/02/17-02:20,21,38,21,10
15, ,02/02/17-02:30,19,38,21,10
16, ,02/02/17-02:40,18,37,21,11
17, ,02/02/17-02:50,19,36,21,9
18, ,02/02/17-03:00,19,36,20,10
19, ,02/02/17-03:10,18,37,20,10
20, ,02/02/17-03:20,17,37,20,13
21, ,02/02/17-03:30,19,35,20,13
22, ,02/02/17-03:40,21,32,20,11
23, ,02/02/17-03:50,22,31,20,10
24, ,02/02/17-04:00,22,33,19,11
25, ,02/02/17-04:10,21,32,19,11
26, ,02/02/17-04:20,19,31,19,9
27, ,02/02/17-04:30,22,28,18,9
28, ,02/02/17-04:40,21,30,18,10
29, ,02/02/17-04:50,17,30,18,10
30, ,02/02/17-05:00,20,29,19,11
31, ,02/02/17-05:10,17,34,18,11
32, ,02/02/17-05:20,17,35,18,11
33, ,02/02/17-05:30,16,34,18,11
34, ,02/02/17-05:40,17,35,18,11
35, ,02/02/17-05:50,18,31,17,11
36, ,02/02/17-06:00,20,30,17,10
37, ,02/02/17-06:10,20,31,17,10
38, ,02/02/17-06:20,18,33,17,9
39, ,02/02/17-06:30,24,28,17,9
40, ,02/02/17-06:40,31,17,18,11
41, ,02/02/17-06:50,38,12,19,9
42, ,02/02/17-07:00,56,6,23,11
43, ,02/02/17-07:10,51,8,22,11
44, ,02/02/17-07:20,49,8,21,11
45, ,02/02/17-07:30,56,8,22,12
46, ,02/02/17-07:40,56,8,21,12
47, ,02/02/17-07:50,56,10,19,11
48, ,02/02/17-08:00,57,7,19,10
49, ,02/02/17-08:10,60,12,19,11
50, ,02/02/17-08:20,59,19,18,11
51, ,02/02/17-08:30,54,23,17,11
52, ,02/02/17-08:40,57,19,18,10
53, ,02/02/17-08:50,70,14,19,11
54, ,02/02/17-09:00,68,12,18,11
55, ,02/02/17-09:10,67,12,18,10
56, ,02/02/17-09:20,70,8,27,11
57, ,02/02/17-09:30,80,3,38,13
58, ,02/02/17-09:40,88,0,45,14
59, ,02/02/17-09:50,84,0,43,12
60, ,02/02/17-10:00,76,3,40,9
61, ,02/02/17-10:10,77,4,41,12
62, ,02/02/17-10:20,79,4,44,13
63, ,02/02/17-10:30,84,2,46,15
64, ,02/02/17-10:40,89,2,46,19
65, ,02/02/17-10:50,89,3,48,17
66, ,02/02/17-11:00,88,3,49,19
67, ,02/02/17-11:30,89,8,40,16
68, ,02/02/17-11:40,86,7,34,17
69, ,02/02/17-11:50,80,14,24,17
70, ,02/02/17-12:00,77,14,29,17
71, ,02/02/17-12:10,93,9,40,18
72, ,02/02/17-12:20,91,10,89,17
73, ,02/02/17-12:30,101,9,84,18
74, ,02/02/17-12:40,100,8,61,22
75, ,02/02/17-12:50,94,11,48,27
76, ,02/02/17-13:00,87,13,41,25
77, ,02/02/17-13:10,72,24,23,23
78, ,02/02/17-13:20,72,23,22,19
79, ,02/02/17-13:30,83,11,29,18
80, ,02/02/17-13:40,77,21,27,20
81, ,02/02/17-13:50,77,22,24,22
82, ,02/02/17-14:00,71,30,19,18
83, ,02/02/17-14:10,67,32,19,19
84, ,02/02/17-14:20,65,31,19,17
85, ,02/02/17-14:30,69,26,19,17
86, ,02/02/17-14:40,80,20,20,17
87, ,02/02/17-14:50,80,25,22,19
88, ,02/02/17-15:00,78,28,20,18
89, ,02/02/17-15:10,69,34,15,18
90, ,02/02/17-15:20,71,30,16,17
91, ,02/02/17-15:30,55,48,13,15
92, ,02/02/17-15:40,46,53,12,14
93, ,02/02/17-15:50,36,57,11,14
94, ,02/02/17-16:00,44,48,16,13
95, ,02/02/17-16:10,45,46,20,14
96, ,02/02/17-16:20,45,46,12,13
97, ,02/02/17-16:30,32,59,7,13
98, ,02/02/17-16:40,35,50,8,13
99, ,02/02/17-16:50,34,57,7,16
100, ,02/02/17-17:00,34,48,12,16
101, ,02/02/17-17:10,52,33,27,13
102, ,02/02/17-17:20,55,31,17,14
103, ,02/02/17-17:30,64,22,14,13
104, ,02/02/17-17:40,63,26,20,15
105, ,02/02/17-17:50,60,22,16,14
106, ,02/02/17-18:00,76,10,19,12
107, ,02/02/17-18:10,80,11,23,13
108, ,02/02/17-18:20,79,8,28,14
109, ,02/02/17-18:30,87,8,37,13
110, ,02/02/17-18:40,84,8,37,13
111, ,02/02/17-18:50,84,6,32,12
112, ,02/02/17-19:00,85,6,31,12
113, ,02/02/17-19:10,83,6,27,15
114, ,02/02/17-19:20,81,9,22,15
115, ,02/02/17-19:30,84,7,24,14
116, ,02/02/17-19:40,81,7,26,14
117, ,02/02/17-19:50,80,6,28,14
118, ,02/02/17-20:00,74,12,29,13
119, ,02/02/17-20:10,68,10,29,13
120, ,02/02/17-20:20,68,13,21,12
121, ,02/02/17-20:30,76,11,20,13
122, ,02/02/17-20:40,72,15,16,14
123, ,02/02/17-20:50,70,16,17,13
124, ,02/02/17-21:00,71,19,17,13
125, ,02/02/17-21:10,76,9,19,14
126, ,02/02/17-21:20,81,8,20,15
127, ,02/02/17-21:30,89,6,23,14
128, ,02/02/17-21:40,92,7,28,13
129, ,02/02/17-21:50,86,6,26,13
130, ,02/02/17-22:00,81,6,27,13
131, ,02/02/17-22:10,72,7,27,11
132, ,02/02/17-22:20,67,7,27,13
133, ,02/02/17-22:30,69,7,26,12
134, ,02/02/17-22:40,68,7,26,12
135, ,02/02/17-22:50,66,6,28,12
136, ,02/02/17-23:00,57,9,22,12
137, ,02/02/17-23:10,64,8,22,10
138, ,02/02/17-23:20,64,8,23,9
139, ,02/02/17-23:30,59,7,24,10
140, ,02/02/17-23:40,58,7,25,10
141, ,02/02/17-23:50,61,7,25,9
142, ,03/02/17-00:00,60,6,25,9
1, ,03/02/17-00:10,59,6,25,9
2, ,03/02/17-00:20,60,7,28,10
3, ,03/02/17-00:30,61,7,28,9
4, ,03/02/17-00:40,57,9,27,9
5, ,03/02/17-00:50,51,11,28,10
6, ,03/02/17-01:00,53,10,29,10
7, ,03/02/17-01:10,52,10,28,12
8, ,03/02/17-01:20,49,10,28,12
9, ,03/02/17-01:30,50,8,29,12
10, ,03/02/17-01:40,45,12,28,11
11, ,03/02/17-01:50,34,22,28,11
12, ,03/02/17-02:00,38,12,27,11
13, ,03/02/17-02:10,49,6,30,10
14, ,03/02/17-02:20,49,7,32,10
15, ,03/02/17-02:30,42,11,26,10
16, ,03/02/17-02:40,37,12,24,11
17, ,03/02/17-02:50,34,22,24,9
18, ,03/02/17-03:00,26,27,23,10
19, ,03/02/17-03:10,28,22,23,10
20, ,03/02/17-03:20,40,10,23,11
21, ,03/02/17-03:30,33,16,22,11
22, ,03/02/17-03:40,28,20,22,12
23, ,03/02/17-03:50,28,22,21,9
24, ,03/02/17-04:00,38,17,21,11
25, ,03/02/17-04:10,33,22,21,10
26, ,03/02/17-04:20,29,21,21,9
27, ,03/02/17-04:30,22,28,21,10
28, ,03/02/17-04:40,19,33,20,12
29, ,03/02/17-04:50,15,38,19,10
30, ,03/02/17-05:00,14,41,19,10
31, ,03/02/17-05:10,15,45,20,10
32, ,03/02/17-05:20,14,50,20,11
33, ,03/02/17-05:30,11,48,20,10
34, ,03/02/17-05:40,13,45,20,10
35, ,03/02/17-05:50,13,47,20,11
36, ,03/02/17-06:00,12,53,20,10
37, ,03/02/17-06:10,10,56,20,9
38, ,03/02/17-06:20,10,54,18,11
39, ,03/02/17-06:30,13,50,18,10
40, ,03/02/17-06:40,17,48,18,11
41, ,03/02/17-06:50,34,39,18,11
42, ,03/02/17-07:00,26,37,18,11
43, ,03/02/17-07:10,41,16,20,10
44, ,03/02/17-07:20,57,9,21,10
45, ,03/02/17-07:30,58,7,22,10
46, ,03/02/17-07:40,61,5,23,9
47, ,03/02/17-07:50,77,5,23,10
48, ,03/02/17-08:00,90,6,24,11
49, ,03/02/17-08:10,77,5,25,10
50, ,03/02/17-08:20,74,6,27,10
51, ,03/02/17-08:30,75,6,28,11
52, ,03/02/17-08:40,70,6,25,12
53, ,03/02/17-08:50,73,7,25,13
54, ,03/02/17-09:00,72,8,25,11
55, ,03/02/17-09:10,75,7,26,13
56, ,03/02/17-09:20,75,8,26,13
57, ,03/02/17-09:30,73,14,26,12
58, ,03/02/17-09:40,85,14,25,12
59, ,03/02/17-09:50,79,10,27,13
60, ,03/02/17-10:00,87,12,31,11
61, ,03/02/17-10:10,94,9,32,13
62, ,03/02/17-10:20,75,14,27,13
63, ,03/02/17-10:30,76,18,26,13
64, ,03/02/17-10:40,73,23,24,12
65, ,03/02/17-10:50,53,47,24,11
66, ,03/02/17-11:00,56,42,22,11
67, ,03/02/17-11:10,28,69,22,10
68, ,03/02/17-11:20,23,71,24,11
69, ,03/02/17-11:30,23,70,24,11
70, ,03/02/17-11:40,16,79,24,10
71, ,03/02/17-11:50,20,79,24,10
72, ,03/02/17-12:00,30,74,25,11
73, ,03/02/17-12:10,23,79,24,12
74, ,03/02/17-12:20,22,79,24,12
75, ,03/02/17-12:30,42,54,24,16
76, ,03/02/17-12:40,37,67,26,12
77, ,03/02/17-12:50,25,74,28,11
78, ,03/02/17-13:00,34,63,26,14
79, ,03/02/17-13:10,24,73,26,13
80, ,03/02/17-13:20,29,70,27,12
81, ,03/02/17-13:30,27,76,27,16
82, ,03/02/17-13:40,29,70,29,12
83, ,03/02/17-13:50,33,65,30,11
84, ,03/02/17-14:00,31,71,29,13
85, ,03/02/17-14:10,33,69,27,13
86, ,03/02/17-14:20,21,82,26,12
87, ,03/02/17-14:30,26,69,25,12
88, ,03/02/17-14:40,43,70,24,12
89, ,03/02/17-14:50,23,81,23,8
90, ,03/02/17-15:00,20,84,22,7
91, ,03/02/17-15:10,21,86,21,7
92, ,03/02/17-15:20,19,88,20,8
93, ,03/02/17-15:30,20,87,22,8
94, ,03/02/17-15:40,21,84,23,9
95, ,03/02/17-15:50,19,86,22,9
96, ,03/02/17-16:00,20,81,23,11
97, ,03/02/17-16:10,32,73,25,11
98, ,03/02/17-16:20,45,59,25,13
99, ,03/02/17-16:30,57,50,27,15
100, ,03/02/17-16:40,47,59,27,14
101, ,03/02/17-16:50,59,48,28,20
102, ,03/02/17-17:00,41,67,26,15
103, ,03/02/17-17:10,44,62,26,15
104, ,03/02/17-17:20,34,70,25,14
105, ,03/02/17-17:30,52,46,25,16
106, ,03/02/17-17:40,72,34,26,20
107, ,03/02/17-17:50,59,44,28,17
108, ,03/02/17-18:00,60,47,27,15
109, ,03/02/17-18:10,50,57,26,15
110, ,03/02/17-18:20,54,46,27,15
111, ,03/02/17-18:30,46,65,26,13
112, ,03/02/17-18:40,49,61,26,12
113, ,03/02/17-18:50,38,58,27,10
114, ,03/02/17-19:00,68,30,30,12
115, ,03/02/17-19:10,68,35,29,13
116, ,03/02/17-19:20,71,28,30,12
117, ,03/02/17-19:30,76,22,32,13
118, ,03/02/17-19:40,87,10,31,14
119, ,03/02/17-19:50,92,9,34,14
120, ,03/02/17-20:00,90,11,35,16
121, ,03/02/17-20:10,86,19,33,16
122, ,03/02/17-20:20,86,12,34,16
123, ,03/02/17-20:30,77,22,33,13
124, ,03/02/17-20:40,77,15,34,12
125, ,03/02/17-20:50,82,9,34,13
126, ,03/02/17-21:00,84,7,35,18
127, ,03/02/17-21:10,97,6,44,18
128, ,03/02/17-21:20,97,8,45,18
129, ,03/02/17-21:30,91,7,44,15
130, ,03/02/17-21:40,86,10,42,18
131, ,03/02/17-21:50,81,8,39,16
132, ,03/02/17-22:00,85,10,41,15
133, ,03/02/17-22:10,87,7,42,14
134, ,03/02/17-22:20,86,12,43,14
135, ,03/02/17-22:30,72,26,42,12
136, ,03/02/17-22:40,57,30,42,13
137, ,03/02/17-22:50,58,29,44,11
138, ,03/02/17-23:00,50,39,39,11
139, ,03/02/17-23:10,56,25,35,16
140, ,03/02/17-23:20,61,33,34,15
141, ,03/02/17-23:30,71,11,34,15
142, ,03/02/17-23:40,84,6,33,19
143, ,03/02/17-23:50,84,8,34,22
144, ,04/02/17-00:00,68,29,33,16
1, ,04/02/17-00:10,52,36,34,14
2, ,04/02/17-00:20,56,38,31,13
3, ,04/02/17-00:30,35,60,28,11
4, ,04/02/17-00:40,23,66,29,11
5, ,04/02/17-00:50,31,62,28,12
6, ,04/02/17-01:00,15,80,26,12
7, ,04/02/17-01:10,12,82,24,11
8, ,04/02/17-01:20,12,82,24,12
9, ,04/02/17-01:30,18,76,24,11
10, ,04/02/17-01:40,14,81,24,11
11, ,04/02/17-01:50,12,85,23,12
12, ,04/02/17-02:00,9,88,23,10
13, ,04/02/17-02:10,6,93,21,11
14, ,04/02/17-02:20,6,91,21,12
15, ,04/02/17-02:30,5,92,21,12
16, ,04/02/17-02:40,8,88,21,11
17, ,04/02/17-02:50,7,87,20,11
18, ,04/02/17-03:00,9,86,20,11
19, ,04/02/17-03:10,12,86,20,11
20, ,04/02/17-03:20,16,76,20,11
21, ,04/02/17-03:30,17,81,20,10
22, ,04/02/17-03:40,11,88,20,11
23, ,04/02/17-03:50,8,89,20,10
24, ,04/02/17-04:00,7,90,21,10
25, ,04/02/17-04:10,6,91,21,10
26, ,04/02/17-04:20,8,84,22,10
27, ,04/02/17-04:30,10,83,23,8
28, ,04/02/17-04:40,9,85,22,6
29, ,04/02/17-04:50,8,86,23,7
30, ,04/02/17-05:00,7,83,24,6
31, ,04/02/17-05:10,7,86,24,8
32, ,04/02/17-05:20,7,82,24,7
33, ,04/02/17-05:30,8,84,23,6
34, ,04/02/17-05:40,7,88,24,11
35, ,04/02/17-05:50,5,89,24,10
36, ,04/02/17-06:00,7,90,24,9
37, ,04/02/17-06:10,10,84,24,7
38, ,04/02/17-06:20,8,85,25,7
39, ,04/02/17-06:30,10,83,22,8
40, ,04/02/17-06:40,10,84,21,6
41, ,04/02/17-06:50,16,69,22,6
42, ,04/02/17-07:00,19,74,23,6
43, ,04/02/17-07:10,21,71,23,9
44, ,04/02/17-07:20,17,76,24,9
45, ,04/02/17-07:30,20,69,25,10
46, ,04/02/17-07:40,32,57,26,10
47, ,04/02/17-07:50,26,65,26,10
48, ,04/02/17-08:00,21,71,25,9
49, ,04/02/17-08:10,29,61,24,10
50, ,04/02/17-08:20,34,58,23,10
51, ,04/02/17-08:30,33,59,21,12
52, ,04/02/17-08:40,35,64,19,10
53, ,04/02/17-08:50,30,67,18,11
54, ,04/02/17-09:00,30,72,17,10
55, ,04/02/17-09:10,24,72,16,10
56, ,04/02/17-09:20,30,73,16,11
57, ,04/02/17-09:30,42,60,17,10
58, ,04/02/17-09:40,41,55,17,9
59, ,04/02/17-09:50,41,62,18,10
60, ,04/02/17-10:00,42,53,20,11
61, ,04/02/17-10:10,51,52,21,12
62, ,04/02/17-10:20,27,78,21,13
63, ,04/02/17-10:30,20,83,21,11
64, ,04/02/17-10:40,12,86,21,10
65, ,04/02/17-10:50,17,76,21,10
66, ,04/02/17-11:00,24,71,22,12
67, ,04/02/17-11:10,23,78,22,10
68, ,04/02/17-11:20,16,83,21,10
69, ,04/02/17-11:30,18,79,20,11
70, ,04/02/17-11:40,25,69,22,12
71, ,04/02/17-11:50,16,81,20,10
72, ,04/02/17-12:00,10,83,19,10
73, ,04/02/17-12:10,15,80,19,9
74, ,04/02/17-12:20,10,87,19,8
75, ,04/02/17-12:30,17,80,21,9
76, ,04/02/17-12:40,19,81,21,10
77, ,04/02/17-12:50,16,82,21,10
78, ,04/02/17-13:00,14,86,21,12
79, ,04/02/17-13:10,18,80,21,11
80, ,04/02/17-13:20,15,84,20,11
81, ,04/02/17-13:30,14,84,20,12
82, ,04/02/17-13:40,16,82,20,10
83, ,04/02/17-13:50,28,75,20,12
84, ,04/02/17-14:00,19,87,18,10
85, ,04/02/17-14:10,14,86,16,11
86, ,04/02/17-14:20,22,78,16,10
87, ,04/02/17-14:30,16,85,17,11
88, ,04/02/17-14:40,19,76,18,11
89, ,04/02/17-14:50,20,84,13,10
90, ,04/02/17-15:00,24,79,14,10
91, ,04/02/17-15:10,17,84,13,10
92, ,04/02/17-15:20,12,88,14,10
93, ,04/02/17-15:30,16,82,15,11
94, ,04/02/17-15:40,29,74,15,11
95, ,04/02/17-15:50,23,79,16,12
96, ,04/02/17-16:00,20,81,16,11
97, ,04/02/17-16:10,19,80,15,10
98, ,04/02/17-16:20,18,81,15,11
99, ,04/02/17-16:30,18,82,12,11
100, ,04/02/17-16:40,14,84,10,10
101, ,04/02/17-16:50,19,74,13,12
102, ,04/02/17-17:00,20,78,14,11
103, ,04/02/17-17:10,23,71,13,9
104, ,04/02/17-17:20,22,78,13,11
105, ,04/02/17-17:30,23,69,12,13
106, ,04/02/17-17:40,27,70,11,11
107, ,04/02/17-17:50,25,69,10,11
108, ,04/02/17-18:00,25,67,9,11
109, ,04/02/17-18:10,34,55,10,12
110, ,04/02/17-18:20,48,43,11,12
111, ,04/02/17-18:30,45,50,12,11
112, ,04/02/17-18:40,35,56,12,12
113, ,04/02/17-18:50,44,45,12,13
114, ,04/02/17-19:00,44,46,13,12
115, ,04/02/17-19:10,51,35,11,10
116, ,04/02/17-19:20,59,33,13,11
117, ,04/02/17-19:30,49,43,15,12
118, ,04/02/17-19:40,36,49,13,11
119, ,04/02/17-19:50,41,48,14,10
120, ,04/02/17-20:00,52,31,15,11
121, ,04/02/17-20:10,50,42,17,10
122, ,04/02/17-20:20,44,38,17,10
123, ,04/02/17-20:30,54,28,18,11
124, ,04/02/17-20:40,46,40,16,10
125, ,04/02/17-20:50,43,35,15,11
126, ,04/02/17-21:00,51,27,14,9
127, ,04/02/17-21:10,48,37,11,6
128, ,04/02/17-21:20,57,23,12,6
129, ,04/02/17-21:30,51,38,10,6
130, ,04/02/17-21:40,36,56,9,7
131, ,04/02/17-21:50,26,55,11,7
132, ,04/02/17-22:00,30,52,10,8
133, ,04/02/17-22:10,26,63,10,10
134, ,04/02/17-22:20,38,39,11,11
135, ,04/02/17-22:30,36,56,10,11
136, ,04/02/17-22:40,29,49,9,11
137, ,04/02/17-22:50,40,43,12,10
138, ,04/02/17-23:00,41,33,14,9
139, ,04/02/17-23:10,43,39,12,11
140, ,04/02/17-23:20,35,60,9,11
141, ,04/02/17-23:30,37,53,9,10
142, ,04/02/17-23:40,36,47,11,12
143, ,04/02/17-23:50,28,55,9,12
144, ,05/02/17-00:00,21,66,8,9
1, ,05/02/17-00:10,16,68,7,9
2, ,05/02/17-00:20,17,62,7,11
3, ,05/02/17-00:30,20,65,7,11
4, ,05/02/17-00:40,33,57,7,10
5, ,05/02/17-00:50,30,52,7,10
6, ,05/02/17-01:00,22,62,7,10
7, ,05/02/17-01:10,30,49,8,11
8, ,05/02/17-01:20,39,42,9,11
9, ,05/02/17-01:30,28,61,8,11
10, ,05/02/17-01:40,17,61,8,9
11, ,05/02/17-01:50,26,52,9,10
12, ,05/02/17-02:00,36,54,9,8
13, ,05/02/17-02:10,13,68,8,9
14, ,05/02/17-02:20,11,69,8,9
15, ,05/02/17-02:30,10,68,8,9
16, ,05/02/17-02:40,10,62,9,11
17, ,05/02/17-02:50,14,61,9,9
18, ,05/02/17-03:00,14,60,9,9
19, ,05/02/17-03:10,16,61,9,11
20, ,05/02/17-03:20,12,67,9,10
21, ,05/02/17-03:30,11,68,8,10
22, ,05/02/17-03:40,8,69,7,10
23, ,05/02/17-03:50,7,68,6,11
24, ,05/02/17-04:00,16,57,6,10
25, ,05/02/17-04:10,25,46,7,11
26, ,05/02/17-04:20,27,55,7,10
27, ,05/02/17-04:30,16,60,6,11
28, ,05/02/17-04:40,15,63,6,10
29, ,05/02/17-04:50,14,59,7,10
30, ,05/02/17-05:00,15,59,7,11
31, ,05/02/17-05:10,8,67,5,9
32, ,05/02/17-05:20,6,68,5,12
33, ,05/02/17-05:30,6,66,5,11
34, ,05/02/17-05:40,5,72,4,10
35, ,05/02/17-05:50,4,72,4,11
36, ,05/02/17-06:00,7,68,4,11
37, ,05/02/17-06:10,8,63,4,11
38, ,05/02/17-06:20,9,63,3,12
39, ,05/02/17-06:30,7,65,4,11
40, ,05/02/17-06:40,9,61,4,11
41, ,05/02/17-06:50,13,57,4,11
42, ,05/02/17-07:00,16,50,4,11
43, ,05/02/17-07:10,19,50,4,10
44, ,05/02/17-07:20,14,66,2,11
45, ,05/02/17-07:30,14,59,3,10
46, ,05/02/17-07:40,14,63,3,11
47, ,05/02/17-07:50,9,72,6,10
48, ,05/02/17-08:00,6,75,9,8
49, ,05/02/17-08:10,10,73,13,11
50, ,05/02/17-08:20,9,77,15,11
51, ,05/02/17-08:30,9,76,16,11
52, ,05/02/17-08:40,8,77,17,9
53, ,05/02/17-08:50,9,76,19,10
54, ,05/02/17-09:00,10,76,18,10
55, ,05/02/17-09:10,10,76,18,11
56, ,05/02/17-09:20,12,72,18,11
57, ,05/02/17-09:30,13,70,19,11
58, ,05/02/17-09:40,15,72,19,11
59, ,05/02/17-09:50,15,69,19,10
60, ,05/02/17-10:00,15,70,16,11
61, ,05/02/17-10:10,16,70,18,11
