,CO,FECHA-HORA,NO2,O3,PART,SO2
15,233,17/02/17-02:30,24,31,26,2
16,233,17/02/17-02:40,22,34,26,2
17,233,17/02/17-02:50,20,34,26,3
18,233,17/02/17-03:00,21,31,26,1
19,228,17/02/17-03:10,23,30,26,0
20,233,17/02/17-03:20,22,30,26,1
21,233,17/02/17-03:30,24,28,26,1
22,233,17/02/17-03:40,24,29,25,2
23,233,17/02/17-03:50,23,29,25,0
24,233,17/02/17-04:00,24,26,25,1
25,231,17/02/17-04:10,21,34,23,2
26,193,17/02/17-04:20,13,38,22,1
27,221,17/02/17-04:30,15,34,23,1
28,193,17/02/17-04:40,16,33,23,1
29,222,17/02/17-04:50,15,32,24,1
30,233,17/02/17-05:00,15,31,24,1
31,231,17/02/17-05:10,15,30,24,1
32,228,17/02/17-05:20,16,30,24,0
33,233,17/02/17-05:30,15,31,23,1
34,233,17/02/17-05:40,16,28,24,0
35,217,17/02/17-05:50,17,31,23,0
36,233,17/02/17-06:00,18,29,22,0
37,200,17/02/17-06:10,18,29,22,0
38,214,17/02/17-06:20,17,30,21,1
39,123,17/02/17-06:30,17,30,20,2
40,160,17/02/17-06:40,18,29,20,1
41,140,17/02/17-06:50,20,27,21,1
42,196,17/02/17-07:00,29,21,21,1
43,233,17/02/17-07:10,34,17,21,0
44,233,17/02/17-07:20,34,16,21,1
45,233,17/02/17-07:30,34,15,21,0
46,233,17/02/17-07:40,42,10,22,1
47,233,17/02/17-07:50,38,16,20,1
48,461,17/02/17-08:00,39,11,20,1
49,377,17/02/17-08:10,47,6,23,1
50,356,17/02/17-08:20,52,7,24,1
51,311,17/02/17-08:30,49,7,24,2
52,350,17/02/17-08:40,54,6,26,1
53,350,17/02/17-08:50,53,7,28,3
54,467,17/02/17-09:00,58,7,32,2
55,470,17/02/17-09:10,62,7,37,2
56,592,17/02/17-09:20,63,6,38,2
57,611,17/02/17-09:30,65,8,47,2
58,555,17/02/17-09:40,68,8,54,2
59,491,17/02/17-09:50,65,8,50,1
60,581,17/02/17-10:00,71,8,58,2
61,534,17/02/17-10:10,68,9,55,2
62,467,17/02/17-10:20,65,10,54,3
63,486,17/02/17-10:30,67,11,53,3
64,472,17/02/17-10:40,62,13,51,3
65,398,17/02/17-10:50,60,15,50,6
66,377,17/02/17-11:00,57,19,48,5
67,350,17/02/17-11:10,52,21,47,6
68,350,17/02/17-11:20,54,23,50,6
69,352,17/02/17-11:30,51,24,48,7
70,392,17/02/17-11:40,51,26,56,4
71,422,17/02/17-11:50,52,27,65,4
72,350,17/02/17-12:00,56,26,57,4
73,350,17/02/17-12:10,57,24,53,7
74,344,17/02/17-12:20,72,12,50,18
75,312,17/02/17-12:30,81,11,52,40
76,350,17/02/17-12:40,80,13,77,40
77,289,17/02/17-12:50,70,17,55,27
78,237,17/02/17-13:00,54,34,48,16
79,233,17/02/17-13:10,52,35,45,13
80,233,17/02/17-13:20,52,40,42,14
81,233,17/02/17-13:30,53,39,42,14
82,233,17/02/17-13:40,59,32,43,16
83,233,17/02/17-13:50,60,36,44,15
84,233,17/02/17-14:00,49,41,43,13
85,238,17/02/17-14:10,57,34,42,16
86,233,17/02/17-14:20,59,39,42,14
87,233,17/02/17-14:30,51,51,42,10
88,233,17/02/17-14:40,40,61,39,8
89,233,17/02/17-14:50,42,55,41,10
90,233,17/02/17-15:00,46,57,41,10
91,233,17/02/17-15:10,52,48,39,11
92,233,17/02/17-15:20,54,48,37,12
93,232,17/02/17-15:30,60,47,36,14
94,221,17/02/17-15:40,41,63,33,9
95,229,17/02/17-15:50,39,61,33,7
96,155,17/02/17-16:00,45,58,32,9
97,155,17/02/17-16:10,58,45,30,13
98,151,17/02/17-16:20,53,61,29,7
99,193,17/02/17-16:30,42,68,28,5
100,152,17/02/17-16:40,37,67,29,4
101,233,17/02/17-16:50,59,40,29,9
102,232,17/02/17-17:00,78,36,29,12
103,193,17/02/17-17:10,65,48,28,10
104,205,17/02/17-17:20,61,48,27,14
105,220,17/02/17-17:30,64,48,26,12
106,193,17/02/17-17:40,63,48,26,13
107,176,17/02/17-17:50,63,42,24,13
108,233,17/02/17-18:00,79,27,25,15
109,252,17/02/17-18:10,98,15,26,21
110,233,17/02/17-18:20,83,36,25,17
111,233,17/02/17-18:30,70,37,25,13
112,233,17/02/17-18:40,70,45,25,12
113,254,17/02/17-18:50,54,41,32,9
114,330,17/02/17-19:00,79,18,38,10
115,414,17/02/17-19:10,88,12,39,8
116,537,17/02/17-19:20,92,9,40,6
117,393,17/02/17-19:30,92,8,40,7
118,418,17/02/17-19:40,93,8,41,8
119,519,17/02/17-19:50,95,6,44,9
120,597,17/02/17-20:00,103,6,51,13
121,563,17/02/17-20:10,91,8,49,14
122,467,17/02/17-20:20,87,8,49,12
123,483,17/02/17-20:30,85,7,50,10
124,546,17/02/17-20:40,87,6,53,11
125,451,17/02/17-20:50,85,9,47,14
126,565,17/02/17-21:00,87,6,44,10
127,554,17/02/17-21:10,87,6,45,10
128,467,17/02/17-21:20,87,8,45,10
129,467,17/02/17-21:30,79,9,45,8
130,431,17/02/17-21:40,77,8,45,8
131,350,17/02/17-21:50,70,10,44,9
132,423,17/02/17-22:00,75,6,46,7
133,467,17/02/17-22:10,83,5,48,8
134,467,17/02/17-22:20,83,5,50,10
135,467,17/02/17-22:30,79,6,49,9
136,467,17/02/17-22:40,75,7,48,7
137,489,17/02/17-22:50,79,6,48,7
138,507,17/02/17-23:00,75,6,46,7
139,514,17/02/17-23:10,69,7,45,5
140,411,17/02/17-23:20,65,8,43,5
141,384,17/02/17-23:30,61,8,41,3
142,350,17/02/17-23:40,58,11,39,4
143,350,17/02/17-23:50,52,12,38,4
144,350,18/02/17-00:00,51,11,39,3
1,350,18/02/17-00:10,49,13,39,5
2,350,18/02/17-00:20,49,13,39,3
3,344,18/02/17-00:30,42,18,39,5
4,338,18/02/17-00:40,38,20,39,4
5,339,18/02/17-00:50,40,18,39,4
6,350,18/02/17-01:00,43,14,47,3
7,443,18/02/17-01:10,52,8,41,3
8,386,18/02/17-01:20,50,10,39,3
9,368,18/02/17-01:30,47,11,38,4
10,350,18/02/17-01:40,45,14,37,3
11,313,18/02/17-01:50,38,18,36,3
12,370,18/02/17-02:00,40,12,37,3
13,421,18/02/17-02:10,45,12,37,3
14,333,18/02/17-02:20,39,15,38,4
15,334,18/02/17-02:30,34,18,42,4
16,320,18/02/17-02:40,30,19,42,3
17,300,18/02/17-02:50,29,19,42,2
18,297,18/02/17-03:00,31,17,42,4
19,233,18/02/17-03:10,29,19,40,3
20,233,18/02/17-03:20,26,22,36,1
21,233,18/02/17-03:30,23,25,34,3
22,233,18/02/17-03:40,23,24,33,2
23,233,18/02/17-03:50,22,24,32,2
24,233,18/02/17-04:00,19,25,31,2
25,233,18/02/17-04:10,19,28,30,2
26,233,18/02/17-04:20,16,31,28,1
27,233,18/02/17-04:30,18,27,28,2
28,233,18/02/17-04:40,21,24,30,2
29,233,18/02/17-04:50,19,27,29,2
30,233,18/02/17-05:00,16,30,27,2
31,232,18/02/17-05:10,16,30,26,2
32,233,18/02/17-05:20,19,24,27,2
33,233,18/02/17-05:30,23,23,28,0
34,233,18/02/17-05:40,18,26,26,1
35,233,18/02/17-05:50,19,25,26,3
36,233,18/02/17-06:00,21,26,26,2
37,229,18/02/17-06:10,19,26,25,1
38,231,18/02/17-06:20,19,27,28,2
39,233,18/02/17-06:30,19,25,28,3
40,215,18/02/17-06:40,18,25,28,1
41,233,18/02/17-06:50,20,24,29,3
42,233,18/02/17-07:00,26,23,30,1
43,224,18/02/17-07:10,22,24,34,2
44,228,18/02/17-07:20,26,24,36,2
45,229,18/02/17-07:30,26,24,37,2
46,233,18/02/17-07:40,27,22,38,3
47,233,18/02/17-07:50,29,24,43,3
48,219,18/02/17-08:00,33,30,46,3
49,227,18/02/17-08:10,30,31,44,1
50,233,18/02/17-08:20,31,28,43,3
51,233,18/02/17-08:30,37,23,41,3
52,233,18/02/17-08:40,37,20,37,3
53,233,18/02/17-08:50,38,19,29,3
54,233,18/02/17-09:00,31,27,26,3
55,233,18/02/17-09:10,32,27,33,2
56,233,18/02/17-09:20,33,30,40,2
57,233,18/02/17-09:30,29,37,46,2
58,233,18/02/17-09:40,31,36,48,3
59,233,18/02/17-09:50,35,31,49,3
60,326,18/02/17-10:00,44,19,53,3
61,429,18/02/17-10:10,49,17,54,5
62,272,18/02/17-10:20,47,21,54,4
63,233,18/02/17-10:30,45,21,57,4
64,233,18/02/17-10:40,42,22,57,4
65,233,18/02/17-10:50,41,26,55,5
66,233,18/02/17-11:00,36,35,53,4
67,233,18/02/17-11:10,37,34,54,4
68,233,18/02/17-11:20,29,38,56,3
69,233,18/02/17-11:30,31,32,65,5
70,233,18/02/17-11:40,45,20,87,7
71,233,18/02/17-11:50,42,27,74,5
72,233,18/02/17-12:00,40,28,79,5
73,233,18/02/17-12:10,43,27,98,6
74,233,18/02/17-12:20,43,29,96,6
75,233,18/02/17-12:30,42,36,82,6
76,258,18/02/17-12:40,42,34,78,6
77,233,18/02/17-12:50,42,35,77,5
78,282,18/02/17-13:00,46,27,80,7
79,261,18/02/17-13:10,51,27,86,6
80,233,18/02/17-13:20,51,26,89,7
81,233,18/02/17-13:30,48,28,90,5
82,233,18/02/17-13:40,55,23,88,9
83,266,18/02/17-13:50,58,27,85,12
84,233,18/02/17-14:00,49,36,80,9
85,237,18/02/17-14:10,46,40,77,8
86,233,18/02/17-14:20,46,44,75,10
87,258,18/02/17-14:30,44,48,74,8
88,233,18/02/17-14:40,42,48,70,6
89,233,18/02/17-14:50,59,29,68,10
90,233,18/02/17-15:00,69,26,68,18
91,233,18/02/17-15:10,71,23,70,18
92,233,18/02/17-15:20,70,21,69,17
93,233,18/02/17-15:30,75,18,69,21
94,233,18/02/17-15:40,74,22,67,18
95,233,18/02/17-15:50,63,38,63,17
96,233,18/02/17-16:00,44,58,62,13
97,233,18/02/17-16:10,39,57,58,10
98,233,18/02/17-16:20,47,50,59,9
99,233,18/02/17-16:30,40,61,55,8
100,233,18/02/17-16:40,36,68,51,8
101,233,18/02/17-16:50,34,69,49,8
102,240,18/02/17-17:00,36,64,50,7
103,233,18/02/17-17:10,36,70,48,7
104,233,18/02/17-17:20,40,65,48,8
105,233,18/02/17-17:30,39,66,47,7
106,233,18/02/17-17:40,36,69,46,7
107,233,18/02/17-17:50,31,78,43,7
108,233,18/02/17-18:00,31,70,45,7
109,233,18/02/17-18:10,36,66,47,6
110,233,18/02/17-18:20,37,62,50,6
111,233,18/02/17-18:30,41,59,51,7
112,281,18/02/17-18:40,47,48,53,7
113,332,18/02/17-18:50,54,43,56,5
114,350,18/02/17-19:00,60,39,58,4
115,343,18/02/17-19:10,60,42,60,4
116,287,18/02/17-19:20,46,54,63,3
117,297,18/02/17-19:30,49,36,62,4
118,350,18/02/17-19:40,83,17,61,5
119,525,18/02/17-19:50,100,7,63,6
120,530,18/02/17-20:00,100,6,60,8
121,467,18/02/17-20:10,97,6,58,9
122,467,18/02/17-20:20,93,8,58,11
123,467,18/02/17-20:30,88,9,58,9
124,510,18/02/17-20:40,91,8,59,9
125,547,18/02/17-20:50,90,8,60,10
126,483,18/02/17-21:00,89,10,59,10
127,528,18/02/17-21:10,93,7,60,8
128,628,18/02/17-21:20,89,7,59,9
129,536,18/02/17-21:30,84,8,55,7
130,467,18/02/17-21:40,84,7,53,8
131,467,18/02/17-21:50,80,9,54,7
132,467,18/02/17-22:00,78,10,53,8
133,423,18/02/17-22:10,73,12,52,7
134,435,18/02/17-22:20,71,13,51,7
135,445,18/02/17-22:30,70,11,53,8
136,440,18/02/17-22:40,68,13,53,6
137,421,18/02/17-22:50,72,12,53,5
138,433,18/02/17-23:00,68,12,53,5
139,412,18/02/17-23:10,70,10,53,5
140,446,18/02/17-23:20,73,8,54,5
141,518,18/02/17-23:30,74,12,52,6
142,559,18/02/17-23:40,67,10,58,3
143,583,18/02/17-23:50,58,14,61,5
144,528,19/02/17-00:00,60,11,58,6
1,467,19/02/17-00:10,54,16,62,5
2,467,19/02/17-00:20,50,20,63,5
3,411,19/02/17-00:30,46,24,64,5
4,374,19/02/17-00:40,43,26,62,5
5,350,19/02/17-00:50,41,31,46,5
6,350,19/02/17-01:00,40,37,38,6
7,309,19/02/17-01:10,43,32,40,7
8,326,19/02/17-01:20,46,33,39,5
9,290,19/02/17-01:30,38,42,37,4
10,290,19/02/17-01:40,39,39,37,5
11,234,19/02/17-01:50,36,41,38,5
12,233,19/02/17-02:00,35,37,39,7
13,233,19/02/17-02:10,36,44,38,6
14,233,19/02/17-02:20,22,56,34,5
15,233,19/02/17-02:30,17,60,33,6
16,233,19/02/17-02:40,18,58,33,5
17,230,19/02/17-02:50,18,60,32,4
18,220,19/02/17-03:00,18,63,29,5
19,168,19/02/17-03:10,13,69,26,4
20,128,19/02/17-03:20,13,73,21,5
21,147,19/02/17-03:30,15,73,19,5
22,117,19/02/17-03:40,10,78,18,5
23,117,19/02/17-03:50,12,70,18,6
24,155,19/02/17-04:00,18,65,22,7
25,158,19/02/17-04:10,18,65,23,6
26,133,19/02/17-04:20,16,67,24,6
27,230,19/02/17-04:30,17,63,26,6
28,158,19/02/17-04:40,20,59,27,8
29,233,19/02/17-04:50,21,53,31,6
30,233,19/02/17-05:00,19,50,36,6
31,233,19/02/17-05:10,18,50,35,6
32,233,19/02/17-05:20,19,52,33,5
33,233,19/02/17-05:30,19,52,32,5
34,233,19/02/17-05:40,21,51,30,6
35,233,19/02/17-05:50,19,53,30,6
36,203,19/02/17-06:00,14,62,28,5
37,233,19/02/17-06:10,16,54,29,5
38,233,19/02/17-06:20,20,47,31,0
39,233,19/02/17-06:30,24,46,32,0
40,233,19/02/17-06:40,22,49,31,0
41,233,19/02/17-06:50,22,48,31,1
42,233,19/02/17-07:00,22,51,30,0
43,233,19/02/17-07:10,24,42,31,1
44,233,19/02/17-07:20,29,40,31,7
45,233,19/02/17-07:30,26,46,31,7
46,233,19/02/17-07:40,24,39,29,6
47,233,19/02/17-07:50,25,34,28,8
48,233,19/02/17-08:00,32,35,27,6
49,233,19/02/17-08:10,32,37,27,6
50,233,19/02/17-08:20,28,41,27,7
51,233,19/02/17-08:30,31,32,27,6
52,233,19/02/17-08:40,50,19,27,7
53,233,19/02/17-08:50,48,27,26,8
54,233,19/02/17-09:00,36,31,23,7
55,233,19/02/17-09:10,33,31,24,8
56,233,19/02/17-09:20,34,31,24,7
57,233,19/02/17-09:30,38,26,26,7
58,233,19/02/17-09:40,42,28,26,8
59,233,19/02/17-09:50,37,33,25,9
60,233,19/02/17-10:00,36,33,26,9
61,233,19/02/17-10:10,36,38,27,9
62,233,19/02/17-10:20,32,42,25,9
63,233,19/02/17-10:30,28,48,24,8
64,233,19/02/17-10:40,23,56,23,7
65,233,19/02/17-10:50,18,61,23,9
66,207,19/02/17-11:00,17,64,24,10
67,229,19/02/17-11:10,17,64,24,12
68,232,19/02/17-11:20,17,68,24,15
69,200,19/02/17-11:30,14,72,22,14
70,233,19/02/17-11:40,15,74,22,13
71,233,19/02/17-11:50,16,73,23,13
72,231,19/02/17-12:00,15,73,24,13
73,202,19/02/17-12:10,15,76,22,13
74,207,19/02/17-12:20,15,77,20,12
75,228,19/02/17-12:30,16,73,21,11
76,201,19/02/17-12:40,14,75,21,11
77,231,19/02/17-12:50,17,76,20,11
78,182,19/02/17-13:00,17,77,17,11
79,118,19/02/17-13:10,18,82,15,12
80,117,19/02/17-13:20,16,86,9,14
81,146,19/02/17-13:30,13,84,12,15
82,231,19/02/17-13:40,17,82,15,16
83,233,19/02/17-13:50,22,77,13,15
84,201,19/02/17-14:00,23,80,13,15
85,175,19/02/17-14:10,17,85,12,16
86,134,19/02/17-14:20,17,86,12,15
87,148,19/02/17-14:30,17,84,11,13
88,144,19/02/17-14:40,17,85,9,14
89,166,19/02/17-14:50,15,85,10,15
90,143,19/02/17-15:00,15,83,7,14
91,149,19/02/17-15:10,17,80,7,15
92,163,19/02/17-15:20,16,82,6,15
93,132,19/02/17-15:30,17,81,5,13
94,117,19/02/17-15:40,15,79,5,13
95,117,19/02/17-15:50,15,80,5,13
96,117,19/02/17-16:00,17,79,6,13
97,118,19/02/17-16:10,13,81,6,14
98,117,19/02/17-16:20,16,82,6,12
99,147,19/02/17-16:30,14,80,7,13
100,124,19/02/17-16:40,17,78,6,13
101,142,19/02/17-16:50,18,76,6,13
102,133,19/02/17-17:00,16,76,6,13
103,194,19/02/17-17:10,21,72,6,14
104,127,19/02/17-17:20,18,74,6,13
105,161,19/02/17-17:30,22,73,7,14
106,131,19/02/17-17:40,19,75,6,14
107,144,19/02/17-17:50,18,75,7,12
108,128,19/02/17-18:00,20,74,7,13
109,118,19/02/17-18:10,18,75,7,14
110,117,19/02/17-18:20,15,75,6,14
111,123,19/02/17-18:30,16,77,7,14
112,117,19/02/17-18:40,17,76,6,14
113,144,19/02/17-18:50,18,73,6,14
114,177,19/02/17-19:00,20,71,6,15
115,186,19/02/17-19:10,19,74,7,15
116,140,19/02/17-19:20,18,73,7,13
117,193,19/02/17-19:30,23,69,7,13
118,166,19/02/17-19:40,26,70,7,13
119,206,19/02/17-19:50,23,73,7,13
120,148,19/02/17-20:00,21,75,8,14
121,172,19/02/17-20:10,23,70,8,14
122,136,19/02/17-20:20,23,74,8,14
123,117,19/02/17-20:30,18,74,8,14
124,167,19/02/17-20:40,21,73,8,15
125,223,19/02/17-20:50,23,73,8,15
126,127,19/02/17-21:00,20,77,7,15
127,154,19/02/17-21:10,20,75,7,13
128,183,19/02/17-21:20,22,76,7,14
129,145,19/02/17-21:30,21,74,7,14
130,152,19/02/17-21:40,26,71,7,14
131,147,19/02/17-21:50,23,72,7,15
132,206,19/02/17-22:00,21,70,7,13
133,157,19/02/17-22:10,23,72,7,14
134,197,19/02/17-22:20,22,75,7,12
135,185,19/02/17-22:30,18,76,8,11
136,117,19/02/17-22:40,16,79,8,12
137,161,19/02/17-22:50,14,79,8,13
138,117,19/02/17-23:00,16,79,8,12
139,123,19/02/17-23:10,15,81,8,11
140,147,19/02/17-23:20,14,79,9,11
141,229,19/02/17-23:30,13,75,11,12
142,233,19/02/17-23:40,16,66,14,12
143,233,19/02/17-23:50,21,61,14,13
144,233,20/02/17-00:00,20,61,15,12
1,233,20/02/17-00:10,20,57,16,12
2,233,20/02/17-00:20,17,59,17,11
3,233,20/02/17-00:30,18,59,17,11
4,229,20/02/17-00:40,16,66,14,13
5,233,20/02/17-00:50,15,61,16,12
6,233,20/02/17-01:00,17,60,16,14
7,233,20/02/17-01:10,15,60,16,13
8,233,20/02/17-01:20,15,64,15,12
9,225,20/02/17-01:30,13,67,14,12
10,222,20/02/17-01:40,12,67,14,12
11,229,20/02/17-01:50,13,63,15,13
12,233,20/02/17-02:00,14,60,15,13
13,233,20/02/17-02:10,14,59,16,13
14,233,20/02/17-02:20,13,62,16,12
15,232,20/02/17-02:30,14,61,16,12
16,231,20/02/17-02:40,14,59,16,13
17,233,20/02/17-02:50,17,53,17,13
18,221,20/02/17-03:00,19,51,17,14
19,176,20/02/17-03:10,21,48,17,13
20,172,20/02/17-03:20,20,50,16,13
21,159,20/02/17-03:30,16,48,16,13
22,149,20/02/17-03:40,18,47,16,13
23,209,20/02/17-03:50,18,50,16,13
24,225,20/02/17-04:00,18,44,17,14
25,230,20/02/17-04:10,19,44,17,14
26,233,20/02/17-04:20,14,46, ,14
27,233,20/02/17-04:30,15,45,19,13
28,233,20/02/17-04:40,16,45,20,14
29,240,20/02/17-04:50,15,48,18,14
30,215,20/02/17-05:00,14,50,16,15
31,125,20/02/17-05:10,13,51,15,14
32,153,20/02/17-05:20,13,51,15,14
33,125,20/02/17-05:30,12,53,15,15
34,147,20/02/17-05:40,13,52,15,14
35,201,20/02/17-05:50,15,54,15,13
36,233,20/02/17-06:00,16,51,15,12
37,222,20/02/17-06:10,18,49,15,13
38,144,20/02/17-06:20,19,51,15,12
39,207,20/02/17-06:30,18,53,14,12
40,220,20/02/17-06:40,20,54,15,12
41,231,20/02/17-06:50,21,50,15,10
42,233,20/02/17-07:00,28,45,15,11
43,211,20/02/17-07:10,33,42,15,12
44,245,20/02/17-07:20,37,40,14,11
45,233,20/02/17-07:30,38,42,14,11
46,228,20/02/17-07:40,39,35,15,10
47,245,20/02/17-07:50,51,29,15,12
48,271,20/02/17-08:00,49,26,15,12
49,272,20/02/17-08:10,49,30,15,12
50,274,20/02/17-08:20,53,32,15,11
51,233,20/02/17-08:30,47,32,15,12
52,300,20/02/17-08:40,61,21,16,12
53,324,20/02/17-08:50,66,17,16,12
54,350,20/02/17-09:00,69,16,16,12
55,363,20/02/17-09:10,74,15,17,13
56,382,20/02/17-09:20,76,13,17,12
57,350,20/02/17-09:30,75,14,18,12
58,350,20/02/17-09:40,76,13,21,13
59,350,20/02/17-09:50,68,19,21,12
60,298,20/02/17-10:00,61,25,20,12
61,344,20/02/17-10:10,67,19,20,12
62,371,20/02/17-10:20,70,18,22,12
63,375,20/02/17-10:30,62,23,23,13
64,350,20/02/17-10:40,61,23,24,12
65,350,20/02/17-10:50,60,26,24,12
66,349,20/02/17-11:00,56,26,23,14
67,304,20/02/17-11:10,51,38,36,12
68,343,20/02/17-11:20,53,34,44,13
69,282,20/02/17-11:30,49,44,26,12
70,233,20/02/17-11:40,38,54,21,12
71,285,20/02/17-11:50,42,49,23,13
72,244,20/02/17-12:00,40,57,21,16
73,242,20/02/17-12:10,32,56,24,13
74,233,20/02/17-12:20,29,62,25,14
75,233,20/02/17-12:30,30,63,26,14
76,233,20/02/17-12:40,31,60,24,13
77,233,20/02/17-12:50,27,63,21,14
78,233,20/02/17-13:00,27,63,22,15
79,215,20/02/17-13:10,26,67,22,15
80,233,20/02/17-13:20,25,66,23,14
81,233,20/02/17-13:30,25,66,24,15
82,233,20/02/17-13:40,33,61,25,15
83,233,20/02/17-13:50,29,66,25,15
84,222,20/02/17-14:00,28,63,26,16
85,218,20/02/17-14:10,32,63,27,15
86,258,20/02/17-14:20,34,57,28,16
87,254,20/02/17-14:30,39,57,28,16
88,233,20/02/17-14:40,31,67,29,15
89,233,20/02/17-14:50,25,68,30,13
90,233,20/02/17-15:00,34,61,31,15
91,233,20/02/17-15:10,29,63,31,17
92,233,20/02/17-15:20,34,60,32,16
93,233,20/02/17-15:30,42,54,33,18
94,233,20/02/17-15:40,36,58,33,18
95,233,20/02/17-15:50,29,63,32,16
96,233,20/02/17-16:00,26,68,33,14
97,233,20/02/17-16:10,27,64,34,17
98,228,20/02/17-16:20,30,66,35,16
99,229,20/02/17-16:30,29,62,36,16
100,207,20/02/17-16:40,31,70,35,16
101,194,20/02/17-16:50,21,68,33,15
102,202,20/02/17-17:00,20,71,33,14
103,200,20/02/17-17:10,22,69,34,14
104,212,20/02/17-17:20,21,69,34,14
105,229,20/02/17-17:30,22,67,34,14
106,228,20/02/17-17:40,24,66,34,14
107,233,20/02/17-17:50,27,65,35,16
108,210,20/02/17-18:00,27,64,36,15
109,233,20/02/17-18:10,24,64,36,14
110,228,20/02/17-18:20,26,63,36,15
111,233,20/02/17-18:30,31,58,37,16
112,233,20/02/17-18:40,31,59,38,15
113,228,20/02/17-18:50,30,64,36,15
114,213,20/02/17-19:00,27,60,37,15
115,236,20/02/17-19:10,31,58,39,15
116,233,20/02/17-19:20,31,56,39,14
117,233,20/02/17-19:30,33,60,37,13
118,233,20/02/17-19:40,38,50,37,13
119,233,20/02/17-19:50,31,60,37,14
120,233,20/02/17-20:00,36,51,38,13
121,254,20/02/17-20:10,36,54,38,15
122,233,20/02/17-20:20,29,57,38,15
123,233,20/02/17-20:30,29,60,38,14
124,259,20/02/17-20:40,36,49,39,14
125,307,20/02/17-20:50,45,36,46,15
126,469,20/02/17-21:00,60,27,46,15
127,350,20/02/17-21:10,51,36,42,13
128,295,20/02/17-21:20,45,40,41,15
129,333,20/02/17-21:30,46,32,43,15
130,350,20/02/17-21:40,49,32,44,13
131,336,20/02/17-21:50,48,35,43,14
132,270,20/02/17-22:00,44,39,42,15
133,260,20/02/17-22:10,44,35,41,14
134,291,20/02/17-22:20,47,37,41,14
135,233,20/02/17-22:30,42,40,41,15
136,233,20/02/17-22:40,32,47,41,13
137,283,20/02/17-22:50,41,36,43,14
138,233,20/02/17-23:00,42,35,43,14
139,261,20/02/17-23:10,48,32,44,13
140,317,20/02/17-23:20,47,30,46,14
141,382,20/02/17-23:30,68,15,49,13
142,350,20/02/17-23:40,57,21,47,14
143,350,20/02/17-23:50,58,18,46,13
144,306,21/02/17-00:00,48,28,45,13
1,324,21/02/17-00:10,43,28,49,13
2,284,21/02/17-00:20,37,29,47,13
3,283,21/02/17-00:30,38,27,47,12
4,331,21/02/17-00:40,39,24,47,14
5,321,21/02/17-00:50,39,29,48,13
6,242,21/02/17-01:00,30,38,46,13
7,233,21/02/17-01:10,27,40,47,13
8,233,21/02/17-01:20,29,36,47,13
9,233,21/02/17-01:30,26,43,46,13
10,233,21/02/17-01:40,22,44,46,13
11,233,21/02/17-01:50,18,46,44,12
12,233,21/02/17-02:00,17,47,43,13
13,233,21/02/17-02:10,20,45,43,12
14,233,21/02/17-02:20,20,45,45,14
15,233,21/02/17-02:30,19,45,44,14
16,233,21/02/17-02:40,18,45,44,13
17,233,21/02/17-02:50,18,46,44,13
18,233,21/02/17-03:00,17,46,44,12
19,233,21/02/17-03:10,18,46,43,11
20,233,21/02/17-03:20,22,42,43,14
21,233,21/02/17-03:30,23,41,43,14
22,232,21/02/17-03:40,20,45,41,13
23,224,21/02/17-03:50,18,47,40,14
24,218,21/02/17-04:00,16,49,39,13
25,231,21/02/17-04:10,17,48,39,13
26,212,21/02/17-04:20,17,48,39,13
27,192,21/02/17-04:30,16,52,38,12
28,230,21/02/17-04:40,15,52,38,13
29,165,21/02/17-04:50,15,54,37,12
30,144,21/02/17-05:00,14,55,38,12
31,174,21/02/17-05:10,16,52,37,11
32,231,21/02/17-05:20,15,54,106,12
33,203,21/02/17-05:30,13,55,63,13
34,202,21/02/17-05:40,13,54,44,14
35,210,21/02/17-05:50,15,50,42,12
36,191,21/02/17-06:00,18,48,36,12
37,233,21/02/17-06:10,18,46,36,12
38,259,21/02/17-06:20,18,43,36,13
39,246,21/02/17-06:30,19,47,33,12
40,233,21/02/17-06:40,20,47,32,10
41,233,21/02/17-06:50,29,42,30,12
42,233,21/02/17-07:00,30,44,29,13
43,220,21/02/17-07:10,25,52,26,13
44,294,21/02/17-07:20,41,35,27,12
45,284,21/02/17-07:30,46,30,27,12
46,233,21/02/17-07:40,45,38,26,11
47,294,21/02/17-07:50,49,26,27,11
48,337,21/02/17-08:00,73,9,29,13
49,353,21/02/17-08:10,84,7,30,10
50,368,21/02/17-08:20,86,8,31,12
51,467,21/02/17-08:30,88,10,34,16
52,428,21/02/17-08:40,78,10,33,14
53,350,21/02/17-08:50,72,16,34,15
54,339,21/02/17-09:00,66,17,35,13
55,350,21/02/17-09:10,68,15,35,15
56,388,21/02/17-09:20,72,14,37,14
57,448,21/02/17-09:30,80,13,39,16
58,393,21/02/17-09:40,81,13,42,14
59,350,21/02/17-09:50,77,14,42,12
60,361,21/02/17-10:00,70,17,43,14
61,408,21/02/17-10:10,73,18,45,15
62,467,21/02/17-10:20,73,19,46,14
63,442,21/02/17-10:30,74,22,47,13
64,384,21/02/17-10:40,70,25,46,14
65,350,21/02/17-10:50,61,30,45,15
66,336,21/02/17-11:00,58,33,47,15
67,303,21/02/17-11:10,49,38,45,13
68,316,21/02/17-11:20,60,34,46,18
69,253,21/02/17-11:30,61,36,47,21
70,294,21/02/17-11:40,56,37,48,20
71,350,21/02/17-11:50,59,30,51,16
72,350,21/02/17-12:00,62,32,52,16
73,350,21/02/17-12:10,62,34,53,17
